id_correo,texto,etiqueta
493,"hola, te informo que urgente cambiar contraseña ¡apúrate!",Spam
494,"hola, te informo que reclama tu herencia solo por hoy",Spam
495,"hola, te informo que actualización del servidor el fin de semana quedo atento.",Ham
496,atención: felicidades eres el ganador ¡apúrate!,Spam
497,"saludos, hola quedamos a las cinco saludos.",Ham
498,"saludos, viagra sin receta ¡apúrate!",Spam
499,"saludos, favor de confirmar asistencia al curso gracias.",Ham
500,adjunto envío el reporte mensual saludos.,Ham
501,"estimado usuario, ¿vamos a comer hoy? gracias.",Ham
502,"hola, te informo que gracias por el apoyo en la entrega gracias.",Ham
503,atención: premio garantizado ¡apúrate!,Spam
504,"estimado usuario, ¿vamos a comer hoy? quedo atento.",Ham
505,enviaré los comentarios por correo quedo atento.,Ham
506,"estimado usuario, premio garantizado haz clic aquí",Spam
507,"estimado usuario, hola quedamos a las cinco gracias.",Ham
508,"estimado usuario, adjunto envío el reporte mensual quedo atento.",Ham
509,atención: hola quedamos a las cinco quedo atento.,Ham
510,"saludos, hola quedamos a las cinco gracias.",Ham
511,atención: adjunto envío el reporte mensual quedo atento.,Ham
512,"estimado usuario, favor de confirmar asistencia al curso saludos.",Ham
513,atención: enviaré los comentarios por correo quedo atento.,Ham
514,"hola, te informo que hola quedamos a las cinco quedo atento.",Ham
515,"hola, te informo que felicidades eres el ganador ¡apúrate!",Spam
516,"saludos, reclama tu herencia solo por hoy",Spam
517,"hola, te informo que viagra sin receta haz clic aquí",Spam
518,"hola, te informo que favor de confirmar asistencia al curso quedo atento.",Ham
519,atención: ¿vamos a comer hoy? saludos.,Ham
520,"estimado usuario, gana un iphone solo por hoy",Spam
521,"hola, te informo que favor de confirmar asistencia al curso saludos.",Ham
522,atención: invierte en cripto ya haz clic aquí,Spam
523,"estimado usuario, adjunto envío el reporte mensual saludos.",Ham
524,"estimado usuario, actualización del servidor el fin de semana gracias.",Ham
525,atención: favor de confirmar asistencia al curso saludos.,Ham
526,"estimado usuario, enviaré los comentarios por correo quedo atento.",Ham
527,"saludos, favor de confirmar asistencia al curso gracias.",Ham
528,"estimado usuario, viagra sin receta haz clic aquí",Spam
529,ganar dinero gratis solo por hoy,Spam
530,"saludos, gracias por el apoyo en la entrega saludos.",Ham
531,"estimado usuario, gracias por el apoyo en la entrega gracias.",Ham
532,reunión para revisar el proyecto quedo atento.,Ham
533,actualización del servidor el fin de semana quedo atento.,Ham
534,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
535,favor de confirmar asistencia al curso saludos.,Ham
536,"estimado usuario, reunión para revisar el proyecto gracias.",Ham
537,"hola, te informo que hola quedamos a las cinco saludos.",Ham
538,"estimado usuario, viagra sin receta solo por hoy",Spam
539,"saludos, adjunto envío el reporte mensual quedo atento.",Ham
540,atención: premio garantizado ¡apúrate!,Spam
541,"hola, te informo que ¿vamos a comer hoy? gracias.",Ham
542,"saludos, reunión para revisar el proyecto saludos.",Ham
543,"estimado usuario, viagra sin receta haz clic aquí",Spam
544,"saludos, favor de confirmar asistencia al curso saludos.",Ham
545,"hola, te informo que favor de confirmar asistencia al curso gracias.",Ham
546,"estimado usuario, invierte en cripto ya haz clic aquí",Spam
547,"saludos, invierte en cripto ya ¡apúrate!",Spam
548,favor de confirmar asistencia al curso gracias.,Ham
549,"estimado usuario, reunión para revisar el proyecto gracias.",Ham
550,"hola, te informo que gracias por el apoyo en la entrega saludos.",Ham
551,"hola, te informo que enviaré los comentarios por correo gracias.",Ham
552,"saludos, actualización del servidor el fin de semana saludos.",Ham
553,"estimado usuario, reunión para revisar el proyecto saludos.",Ham
554,"estimado usuario, ¿vamos a comer hoy? gracias.",Ham
555,"saludos, adjunto envío el reporte mensual gracias.",Ham
556,"saludos, favor de confirmar asistencia al curso saludos.",Ham
557,ganar dinero gratis ¡apúrate!,Spam
558,"hola, te informo que descuento exclusivo hoy haz clic aquí",Spam
559,"saludos, favor de confirmar asistencia al curso saludos.",Ham
560,"saludos, actualización del servidor el fin de semana gracias.",Ham
561,atención: actualización del servidor el fin de semana gracias.,Ham
562,atención: ganar dinero gratis haz clic aquí,Spam
563,reclama tu herencia ¡apúrate!,Spam
564,"hola, te informo que felicidades eres el ganador haz clic aquí",Spam
565,"saludos, gana un iphone haz clic aquí",Spam
566,"saludos, reunión para revisar el proyecto quedo atento.",Ham
567,"estimado usuario, urgente cambiar contraseña haz clic aquí",Spam
568,atención: reunión para revisar el proyecto quedo atento.,Ham
569,atención: ¿vamos a comer hoy? quedo atento.,Ham
570,premio garantizado haz clic aquí,Spam
571,"estimado usuario, actualización del servidor el fin de semana gracias.",Ham
572,"hola, te informo que actualización del servidor el fin de semana quedo atento.",Ham
573,"estimado usuario, premio garantizado solo por hoy",Spam
574,"estimado usuario, ¿vamos a comer hoy? quedo atento.",Ham
575,"hola, te informo que favor de confirmar asistencia al curso gracias.",Ham
576,atención: favor de confirmar asistencia al curso quedo atento.,Ham
577,"saludos, reclama tu herencia solo por hoy",Spam
578,"hola, te informo que hola quedamos a las cinco saludos.",Ham
579,"hola, te informo que gracias por el apoyo en la entrega gracias.",Ham
580,"saludos, viagra sin receta ¡apúrate!",Spam
581,reunión para revisar el proyecto quedo atento.,Ham
582,favor de confirmar asistencia al curso quedo atento.,Ham
583,"estimado usuario, reunión para revisar el proyecto quedo atento.",Ham
584,"estimado usuario, premio garantizado haz clic aquí",Spam
585,"saludos, reunión para revisar el proyecto quedo atento.",Ham
586,"hola, te informo que reclama tu herencia haz clic aquí",Spam
587,"saludos, urgente cambiar contraseña ¡apúrate!",Spam
588,"hola, te informo que gana un iphone haz clic aquí",Spam
589,"estimado usuario, felicidades eres el ganador ¡apúrate!",Spam
590,"hola, te informo que descuento exclusivo hoy ¡apúrate!",Spam
591,"hola, te informo que urgente cambiar contraseña solo por hoy",Spam
592,"saludos, reunión para revisar el proyecto saludos.",Ham
593,"hola, te informo que descuento exclusivo hoy ¡apúrate!",Spam
594,"estimado usuario, viagra sin receta solo por hoy",Spam
595,atención: reunión para revisar el proyecto gracias.,Ham
596,"estimado usuario, favor de confirmar asistencia al curso gracias.",Ham
597,atención: ¿vamos a comer hoy? gracias.,Ham
598,"hola, te informo que premio garantizado haz clic aquí",Spam
599,"hola, te informo que reclama tu herencia ¡apúrate!",Spam
600,"estimado usuario, viagra sin receta solo por hoy",Spam
601,atención: urgente cambiar contraseña ¡apúrate!,Spam
602,atención: reclama tu herencia solo por hoy,Spam
603,"hola, te informo que viagra sin receta solo por hoy",Spam
604,"estimado usuario, descuento exclusivo hoy ¡apúrate!",Spam
605,atención: invierte en cripto ya ¡apúrate!,Spam
606,"hola, te informo que reunión para revisar el proyecto gracias.",Ham
607,"saludos, urgente cambiar contraseña ¡apúrate!",Spam
608,"estimado usuario, invierte en cripto ya haz clic aquí",Spam
609,favor de confirmar asistencia al curso quedo atento.,Ham
610,actualización del servidor el fin de semana gracias.,Ham
611,atención: invierte en cripto ya ¡apúrate!,Spam
612,"hola, te informo que enviaré los comentarios por correo saludos.",Ham
613,actualización del servidor el fin de semana quedo atento.,Ham
614,"hola, te informo que viagra sin receta ¡apúrate!",Spam
615,"hola, te informo que gracias por el apoyo en la entrega gracias.",Ham
616,¿vamos a comer hoy? quedo atento.,Ham
617,"saludos, felicidades eres el ganador solo por hoy",Spam
618,atención: felicidades eres el ganador solo por hoy,Spam
619,"hola, te informo que adjunto envío el reporte mensual gracias.",Ham
620,"hola, te informo que reunión para revisar el proyecto gracias.",Ham
621,"hola, te informo que invierte en cripto ya solo por hoy",Spam
622,"saludos, ganar dinero gratis solo por hoy",Spam
623,descuento exclusivo hoy ¡apúrate!,Spam
624,"hola, te informo que adjunto envío el reporte mensual saludos.",Ham
625,"saludos, reunión para revisar el proyecto gracias.",Ham
626,"hola, te informo que reclama tu herencia ¡apúrate!",Spam
627,atención: ¿vamos a comer hoy? quedo atento.,Ham
628,"hola, te informo que reunión para revisar el proyecto gracias.",Ham
629,"saludos, viagra sin receta solo por hoy",Spam
630,atención: gana un iphone ¡apúrate!,Spam
631,"estimado usuario, enviaré los comentarios por correo gracias.",Ham
632,"estimado usuario, adjunto envío el reporte mensual quedo atento.",Ham
633,"hola, te informo que ¿vamos a comer hoy? quedo atento.",Ham
634,atención: adjunto envío el reporte mensual saludos.,Ham
635,"saludos, invierte en cripto ya haz clic aquí",Spam
636,"saludos, reunión para revisar el proyecto saludos.",Ham
637,actualización del servidor el fin de semana saludos.,Ham
638,"estimado usuario, invierte en cripto ya haz clic aquí",Spam
639,atención: gana un iphone solo por hoy,Spam
640,atención: ganar dinero gratis ¡apúrate!,Spam
641,"estimado usuario, urgente cambiar contraseña ¡apúrate!",Spam
642,"hola, te informo que viagra sin receta haz clic aquí",Spam
643,"estimado usuario, invierte en cripto ya solo por hoy",Spam
644,"saludos, premio garantizado ¡apúrate!",Spam
645,urgente cambiar contraseña haz clic aquí,Spam
646,"estimado usuario, enviaré los comentarios por correo saludos.",Ham
647,adjunto envío el reporte mensual gracias.,Ham
648,"saludos, actualización del servidor el fin de semana gracias.",Ham
649,enviaré los comentarios por correo saludos.,Ham
650,"hola, te informo que enviaré los comentarios por correo gracias.",Ham
651,atención: urgente cambiar contraseña solo por hoy,Spam
652,"hola, te informo que actualización del servidor el fin de semana gracias.",Ham
653,"saludos, hola quedamos a las cinco gracias.",Ham
654,gracias por el apoyo en la entrega gracias.,Ham
655,"hola, te informo que hola quedamos a las cinco quedo atento.",Ham
656,"estimado usuario, invierte en cripto ya solo por hoy",Spam
657,invierte en cripto ya solo por hoy,Spam
658,"saludos, reclama tu herencia ¡apúrate!",Spam
659,atención: hola quedamos a las cinco gracias.,Ham
660,"estimado usuario, hola quedamos a las cinco quedo atento.",Ham
661,urgente cambiar contraseña haz clic aquí,Spam
662,"saludos, hola quedamos a las cinco gracias.",Ham
663,"saludos, ¿vamos a comer hoy? gracias.",Ham
664,atención: ganar dinero gratis solo por hoy,Spam
665,"hola, te informo que premio garantizado haz clic aquí",Spam
666,"estimado usuario, viagra sin receta solo por hoy",Spam
667,"estimado usuario, felicidades eres el ganador haz clic aquí",Spam
668,ganar dinero gratis solo por hoy,Spam
669,"hola, te informo que descuento exclusivo hoy solo por hoy",Spam
670,"hola, te informo que reclama tu herencia haz clic aquí",Spam
671,atención: descuento exclusivo hoy solo por hoy,Spam
672,"estimado usuario, reunión para revisar el proyecto gracias.",Ham
673,"hola, te informo que felicidades eres el ganador haz clic aquí",Spam
674,"estimado usuario, favor de confirmar asistencia al curso quedo atento.",Ham
675,gracias por el apoyo en la entrega saludos.,Ham
676,reunión para revisar el proyecto gracias.,Ham
677,atención: descuento exclusivo hoy haz clic aquí,Spam
678,"hola, te informo que viagra sin receta ¡apúrate!",Spam
679,atención: actualización del servidor el fin de semana quedo atento.,Ham
680,"estimado usuario, enviaré los comentarios por correo quedo atento.",Ham
681,¿vamos a comer hoy? gracias.,Ham
682,descuento exclusivo hoy ¡apúrate!,Spam
683,"estimado usuario, urgente cambiar contraseña ¡apúrate!",Spam
684,"saludos, enviaré los comentarios por correo quedo atento.",Ham
685,reunión para revisar el proyecto gracias.,Ham
686,"hola, te informo que adjunto envío el reporte mensual quedo atento.",Ham
687,"estimado usuario, favor de confirmar asistencia al curso quedo atento.",Ham
688,"estimado usuario, invierte en cripto ya solo por hoy",Spam
689,"estimado usuario, ¿vamos a comer hoy? quedo atento.",Ham
690,atención: descuento exclusivo hoy solo por hoy,Spam
691,atención: premio garantizado solo por hoy,Spam
692,"estimado usuario, gracias por el apoyo en la entrega quedo atento.",Ham
693,"saludos, gracias por el apoyo en la entrega gracias.",Ham
694,ganar dinero gratis haz clic aquí,Spam
695,"saludos, descuento exclusivo hoy solo por hoy",Spam
696,"hola, te informo que reunión para revisar el proyecto saludos.",Ham
697,"estimado usuario, reclama tu herencia solo por hoy",Spam
698,favor de confirmar asistencia al curso saludos.,Ham
699,"estimado usuario, gana un iphone solo por hoy",Spam
700,actualización del servidor el fin de semana quedo atento.,Ham
701,"estimado usuario, reunión para revisar el proyecto quedo atento.",Ham
702,atención: felicidades eres el ganador haz clic aquí,Spam
703,"hola, te informo que viagra sin receta ¡apúrate!",Spam
704,atención: urgente cambiar contraseña ¡apúrate!,Spam
705,felicidades eres el ganador ¡apúrate!,Spam
706,"hola, te informo que adjunto envío el reporte mensual quedo atento.",Ham
707,"saludos, gana un iphone haz clic aquí",Spam
708,"hola, te informo que adjunto envío el reporte mensual saludos.",Ham
709,"saludos, felicidades eres el ganador ¡apúrate!",Spam
710,atención: actualización del servidor el fin de semana quedo atento.,Ham
711,"estimado usuario, adjunto envío el reporte mensual quedo atento.",Ham
712,"hola, te informo que gracias por el apoyo en la entrega quedo atento.",Ham
713,atención: hola quedamos a las cinco saludos.,Ham
714,atención: ¿vamos a comer hoy? saludos.,Ham
715,"hola, te informo que gana un iphone solo por hoy",Spam
716,atención: adjunto envío el reporte mensual gracias.,Ham
717,hola quedamos a las cinco quedo atento.,Ham
718,"saludos, reunión para revisar el proyecto quedo atento.",Ham
719,viagra sin receta ¡apúrate!,Spam
720,"estimado usuario, actualización del servidor el fin de semana saludos.",Ham
721,"hola, te informo que hola quedamos a las cinco quedo atento.",Ham
722,"estimado usuario, ganar dinero gratis solo por hoy",Spam
723,"hola, te informo que descuento exclusivo hoy ¡apúrate!",Spam
724,"estimado usuario, enviaré los comentarios por correo quedo atento.",Ham
725,"saludos, ¿vamos a comer hoy? quedo atento.",Ham
726,"estimado usuario, adjunto envío el reporte mensual quedo atento.",Ham
